seed,init_weight,loc_weight,loc_platt,loc_thresh,pipeline_acc_uncal,pipeline_loc_precision_uncal,pipeline_loc_recall_uncal,pipeline_loc_f1_uncal,pipeline_macroF1_damage_uncal,pipeline_f1_no_damage_uncal,pipeline_f1_minor_uncal,pipeline_f1_major_uncal,pipeline_f1_destroyed_uncal,pipeline_acc_cal,pipeline_loc_precision_cal,pipeline_loc_recall_cal,pipeline_loc_f1_cal,pipeline_macroF1_damage_cal,pipeline_f1_no_damage_cal,pipeline_f1_minor_cal,pipeline_f1_major_cal,pipeline_f1_destroyed_cal
0,weights\dpn92_cls_cce_0_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8763442039489744,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4459618440536122,0.6928530696895621,0.45925253350505774,0.5132624383905986,0.11847933462923048,0.8630210161209104,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4675105478034528,0.633044066813314,0.41627280780996984,0.43846983823674673,0.3822554783537806
0,weights\dpn92_cls_cce_1_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8658039569854734,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.41992766217061,0.6421180432627192,0.4386075305722927,0.5590564998759491,0.03992857497147909,0.8788726329803465,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4209831373203369,0.7034165312956705,0.4279255129029947,0.5044824469829526,0.04810805809972948
0,weights\dpn92_cls_cce_2_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8717746734619138,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.41973425862302605,0.6816864544083693,0.44284181804423556,0.4909356672566541,0.06347309478284514,0.8828445672988889,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4573917728946057,0.7202435876793866,0.4345280377858563,0.5141029064501084,0.16069255966307155
0,weights\res34_cls2_0_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8712382316589353,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.43000606310816597,0.6770520139055434,0.4287277671329173,0.4434048534957704,0.17083961789843283,0.8710370063781736,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4312862493482062,0.6886781878716195,0.3862364812852227,0.4607944227979075,0.18943590543807526
0,weights\res34_cls2_1_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.872314929962158,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4092739183588675,0.6831472843283801,0.41872087315694584,0.4887853792330797,0.04644213671706442,0.8615137338638303,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.37112407017078486,0.6616929875484258,0.3675577396073753,0.41367367060997573,0.041571882917362496
0,weights\res34_cls2_2_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8739852905273435,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4052937660123643,0.6963182201730441,0.42059992771955135,0.44296794718394017,0.06128896897292151,0.8748102188110349,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4783887137446111,0.6937485585396868,0.3833979159756338,0.487859743193054,0.34854863727006996
0,weights\res50_cls_cce_0_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8783837556838987,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.44454854592383614,0.7001628562042619,0.4615356336072825,0.5107591309331513,0.1057365629506488,0.8766591548919676,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4246216144837901,0.7059871259218922,0.3867246260359337,0.4743099906108513,0.13146471536648346
0,weights\res50_cls_cce_1_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8618307113647459,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.41695725313084464,0.6161670246301655,0.4245482108549469,0.5390906890151805,0.08802308802308577,0.8755054473876951,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.43240537197732043,0.6844149744297106,0.4347973616472942,0.5127469750247248,0.09766217680755232
0,weights\res50_cls_cce_2_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8750789165496824,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.41458545946878356,0.6998394142825767,0.343087243305865,0.544561920785058,0.07085325950163456,0.876575708389282,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4279580069209612,0.6985803255596791,0.3366543619880076,0.4907120219257176,0.18588531821044046
0,weights\se154_cls_cce_0_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8734284639358518,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.43664221771112144,0.6810251022475702,0.43749795184276274,0.47696388352736374,0.15108193322678914,0.8674441576004026,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.41792218966805517,0.6702825498993207,0.35309032465995843,0.45465331880029997,0.1936625653126417
