seed,init_weight,loc_weight,loc_platt,loc_thresh,fusion_p,alpha_unsharp,unsharp_sigma,unsharp_amount,alpha_edge,canny_t1,canny_t2,edge_dilate,pipeline_acc_uncal,pipeline_loc_precision_uncal,pipeline_loc_recall_uncal,pipeline_loc_f1_uncal,pipeline_macroF1_damage_uncal,pipeline_f1_no_damage_uncal,pipeline_f1_minor_uncal,pipeline_f1_major_uncal,pipeline_f1_destroyed_uncal,pipeline_acc_cal,pipeline_loc_precision_cal,pipeline_loc_recall_cal,pipeline_loc_f1_cal,pipeline_macroF1_damage_cal,pipeline_f1_no_damage_cal,pipeline_f1_minor_cal,pipeline_f1_major_cal,pipeline_f1_destroyed_cal
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\se154_cls_cce_1_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,1.0,0.7,1.2,1.0,0.35,50,150,1,0.8800896406173704,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3927313448510375,0.7088418977651104,0.3281152276707875,0.5339682539682522,0.0,0.8666130304336546,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3734871061017484,0.6577594940325105,0.3743102295866814,0.46187870078780163,0.0
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\se154_cls_cce_2_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,1.0,0.7,1.2,1.0,0.35,50,150,1,0.8783019781112669,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4065594942232941,0.7000190843809112,0.37668956546754817,0.549529327044717,0.0,0.8559252023696897,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.35871790271633774,0.6094969810125889,0.3587963439445447,0.46657828590821737,0.0
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\dpn92_cls_cce_0_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8764121532440183,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.45595559002172303,0.6900423809449179,0.4564256357063183,0.5217469285265879,0.15560741490906804,0.8681612014770506,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4163306598842264,0.6646986915119936,0.421999846150244,0.48785942572476876,0.09076467614989925
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\dpn92_cls_cce_1_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8849354982376096,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.5724001614470473,0.7042245689673605,0.5186107746179878,0.557048288905962,0.5097170132968787,0.8547246456146238,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.39405041095108195,0.5847642939405919,0.40102481388526745,0.5150486148434053,0.0753639211350631
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\dpn92_cls_cce_2_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8723376989364622,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.5404031223409909,0.6534374803834213,0.457670663078052,0.5850420717261645,0.4654622741763256,0.8642599582672117,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3721695601014545,0.6478435273599755,0.3634927504869072,0.4773419625589352,0.0
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\res34_cls2_0_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8825670480728147,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.5151971522322379,0.7044918736780524,0.4410538938690611,0.5273844939957387,0.3878583473860993,0.8648462295532224,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3815248949915417,0.667951794009159,0.3666688127518116,0.47075062474044055,0.020728348464755547
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\res34_cls2_1_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.880274176597595,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.5331448719322525,0.6942920106848978,0.4495402116878422,0.5439296802548266,0.4448175851014433,0.8709191083908079,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3911083727403112,0.6939759719354678,0.3586779429883843,0.4852082092598406,0.02657136677755207
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\res34_cls2_2_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8748090267181394,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4956135726083261,0.6894117456872253,0.38928960471010793,0.5139147425462373,0.38983819748973386,0.8672143220901487,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.39034348432880134,0.6753784453913853,0.34321583736032935,0.4870774488456268,0.05570220571786373
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\res50_cls_cce_0_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8885874748229978,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4257785624455174,0.7305552067236082,0.4302416212003112,0.5394090360122951,0.002908385845854845,0.8747715950012205,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3974751877882637,0.6952793087012626,0.4220897804918952,0.4577451525729568,0.014786509386940124
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\res50_cls_cce_1_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8771475553512571,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4436770304285584,0.6905419542531281,0.46670076211715944,0.49713449534146925,0.12033091000247673,0.8736139535903928,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.42533328702303536,0.6823757894835667,0.43195746596238216,0.5082464340762224,0.07875345856997004
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\res50_cls_cce_2_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.879199147224426,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.50448100076673,0.6989109770064854,0.4568469172775392,0.42729141764283807,0.43487469114005733,0.8752840757369993,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4625144947416269,0.6837001605707673,0.41971539302310173,0.49470212686520604,0.2519402985074326
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\se154_cls_cce_0_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8811981678009031,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.41210944359081325,0.7005120782967441,0.42746102046713547,0.5128262287502353,0.007638446849138243,0.8694479465484617,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.46215929537417194,0.6774473385281584,0.3634823612096531,0.5114046022708117,0.29630287948806466
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\se154_cls_cce_1_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8813008069992063,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.49585566728064145,0.7127302212889176,0.371965836736376,0.5277509614813827,0.3709756496158897,0.8727213144302366,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.37503281463869714,0.7048918258227914,0.33748733336397363,0.45310813651972703,0.004643962848296614
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\weights\se154_cls_cce_2_tuned_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_ft_best.pth,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints\dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,True,0.75,0.45,1.2,1.0,0.1,80,200,0,1,1,0.8844286203384397,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.5402156380082771,0.7150284813669121,0.44528776397788905,0.5676217903146107,0.43292451637369667,0.8705408573150633,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4327711515154855,0.6701239182682216,0.4150137193974365,0.5303463161042126,0.11560065229207142
