seed,img_dir,mask_dir,loc_dir,loc_models_used,loc_glob,loc_thresh,stage2_dir,stage2_models_used,stage2_glob,stage2_max_models,alpha_unsharp,unsharp_sigma,unsharp_amount,alpha_contrast,clahe_clip,clahe_grid,alpha_edge,canny_t1,canny_t2,edge_dilate,pipeline_acc_uncal,pipeline_loc_precision_uncal,pipeline_loc_recall_uncal,pipeline_loc_f1_uncal,pipeline_macroF1_damage_uncal,pipeline_f1_no_damage_uncal,pipeline_f1_minor_uncal,pipeline_f1_major_uncal,pipeline_f1_destroyed_uncal
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd\images,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd\masks,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints,12,*_idabd_ft_best.pth,0.5,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage2_damage_ft_checkpoints_FUSION_ONLY_noDA,12,*_idabd_stage2_ft_best.pth,12,0.7,1.2,1.0,0.6,2.0,8,0.6,50,150,2,0.8052108287811277,0.6480015894565938,0.023806323170624134,0.04592543482661204,0.014011903094230251,0.053208282398704246,0.0,0.0028393299782167596,0.0
