seed,loc_dir,loc_models_used,stage2_dir,stage2_models_used,loc_glob,stage2_glob,loc_thresh,pipeline_acc_cal,pipeline_loc_precision_cal,pipeline_loc_recall_cal,pipeline_loc_f1_cal,pipeline_macroF1_damage_cal,pipeline_f1_no_damage_cal,pipeline_f1_minor_cal,pipeline_f1_major_cal,pipeline_f1_destroyed_cal
0,idabd_stage1_loc_ft_checkpoints,12,idabd_stage2_damage_ft_checkpoints_retrained_destroyed_NOFUSION,12,*_idabd_ft_best.pth,*_idabd_stage2_ft_best.pth,0.5,0.8889138698577879,0.7659960943705652,0.9531823576033576,0.8493986907627603,0.49081174567307495,0.7336970844845041,0.46711156722553226,0.5302473413788971,0.23219098960336618
