seed,init_weight,loc_weight,loc_platt,loc_thresh,pipeline_acc_uncal,pipeline_loc_precision_uncal,pipeline_loc_recall_uncal,pipeline_loc_f1_uncal,pipeline_macroF1_damage_uncal,pipeline_f1_no_damage_uncal,pipeline_f1_minor_uncal,pipeline_f1_major_uncal,pipeline_f1_destroyed_uncal,pipeline_acc_cal,pipeline_loc_precision_cal,pipeline_loc_recall_cal,pipeline_loc_f1_cal,pipeline_macroF1_damage_cal,pipeline_f1_no_damage_cal,pipeline_f1_minor_cal,pipeline_f1_major_cal,pipeline_f1_destroyed_cal
0,weights\dpn92_cls_cce_0_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.852894067764282,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.38459308638697404,0.5734903532403982,0.41641654255089205,0.49110359470787646,0.05736185504872963,0.8672472238540647,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4102329623382803,0.6497207032452877,0.4142683428725008,0.4989724619810922,0.07797034125424056
0,weights\dpn92_cls_cce_1_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8568551540374754,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3932919992979299,0.6125843862236622,0.39041510124129974,0.4871697969753135,0.08299871275144416,0.8624228239059446,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3979309701870574,0.635240055798849,0.3980393103004565,0.5233216800407808,0.03512283460814366
0,weights\dpn92_cls_cce_2_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8732169866561887,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.42531605513532417,0.6818325016838184,0.44570683929063176,0.48865768000570253,0.08506719956114406,0.8709671497344968,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3945889780419556,0.6667516056105549,0.4178000014079729,0.48538325251771613,0.008421052631578468
0,weights\res34_cls2_0_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8632599115371702,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4071350485062209,0.6427265123268636,0.42381166586563507,0.4129475885943014,0.14905442723808338,0.8748065233230589,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4045194223624499,0.7047401304352404,0.42734062003738926,0.4301692984096464,0.05582764056752379
0,weights\res34_cls2_1_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8527642488479612,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.37095977717642176,0.6140974373827178,0.3908516212316801,0.46103284115898463,0.01785720893230461,0.8701101541519163,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3677639859154369,0.6864524538963915,0.30235733668020487,0.4809958181740143,0.0012503349111368
0,weights\res34_cls2_2_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8766503334045408,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4138598875401097,0.7050344900305867,0.4037682859973257,0.4589030274025604,0.08773374672996591,0.8784564733505247,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.430381868604635,0.7123019265554423,0.38204709443439355,0.47982808103413455,0.1473503723945696
0,weights\res50_cls_cce_0_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8811424970626829,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.43687149870367287,0.7179450549824319,0.47170855309017135,0.4836760483593727,0.0741563383827155,0.8839313983917234,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4050806248115784,0.7358384420425786,0.3507299935265312,0.4785647515017214,0.05518931217548246
0,weights\res50_cls_cce_1_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8702093362808225,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4370752812290885,0.6669409436083211,0.4178344547229169,0.5533052857033564,0.11022044088175972,0.8732299804687498,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4269354919915341,0.6948166627664071,0.37112642276035324,0.48506635711977675,0.1567325253195995
0,weights\res50_cls_cce_2_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8741059303283689,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4073214347021804,0.7066814945419275,0.3398708675734252,0.52752337993182,0.055209996761548925,0.8723055124282835,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.3856175858569657,0.7044088939316728,0.3299122921217202,0.44558217832893676,0.06256697904553293
0,weights\se154_cls_cce_0_tuned_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_ft_best.pth,idabd_stage1_loc_ft_checkpoints/dpn92_loc_0_tuned_best_idabd_platt.npz,0.5,0.8682408332824705,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.4302353983847111,0.6385017356295122,0.47210412462456514,0.5371373820595114,0.0731983512252554,0.8721483945846555,0.7547491684627416,0.9480869115100385,0.8404423849229798,0.42030915486123704,0.6754782176028303,0.4432910249142457,0.4803889514023047,0.08207842552556724
