seed,loc_dir,loc_models_used,stage2_dir,stage2_models_used,loc_glob,stage2_glob,loc_thresh,pipeline_acc_cal,pipeline_loc_precision_cal,pipeline_loc_recall_cal,pipeline_loc_f1_cal,pipeline_macroF1_damage_cal,pipeline_f1_no_damage_cal,pipeline_f1_minor_cal,pipeline_f1_major_cal,pipeline_f1_destroyed_cal
0,idabd_stage1_loc_ft_checkpoints,12,idabd_stage2_damage_ft_checkpoints_retrained_destroyed,12,*_idabd_ft_best.pth,*_idabd_stage2_ft_best.pth,0.5,0.8879088163375852,0.7659960943705652,0.9531823576033576,0.8493986907627603,0.5242347183437162,0.7312557997093134,0.45080107472244085,0.5271463749870604,0.3877356239560501
