seed,loc_dir,loc_models_used,stage2_dir,stage2_models_used,loc_glob,stage2_glob,loc_thresh,alpha_unsharp,unsharp_sigma,unsharp_amount,alpha_contrast,clahe_clip,clahe_grid,pipeline_acc_cal,pipeline_loc_precision_cal,pipeline_loc_recall_cal,pipeline_loc_f1_cal,pipeline_macroF1_damage_cal,pipeline_f1_no_damage_cal,pipeline_f1_minor_cal,pipeline_f1_major_cal,pipeline_f1_destroyed_cal
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints,12,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage2_damage_ft_checkpoints_RGB_UNSHARP_CONTRAST_ONLY,12,*_idabd_ft_best.pth,*_idabd_stage2_ft_best.pth,0.5,0.7,1.2,1.0,0.6,2.0,8,0.8867814540863035,0.7660557500146655,0.9531610682857897,0.849426912624401,0.5209893955940752,0.7304571470733942,0.42794490428694126,0.56023455153224,0.3653209794837251
