seed,loc_dir,loc_models_used,stage2_dir,stage2_models_used,loc_glob,stage2_glob,loc_thresh,unsharp_alpha,unsharp_amount,unsharp_sigma,pipeline_acc_cal,pipeline_loc_precision_cal,pipeline_loc_recall_cal,pipeline_loc_f1_cal,pipeline_macroF1_damage_cal,pipeline_f1_no_damage_cal,pipeline_f1_minor_cal,pipeline_f1_major_cal,pipeline_f1_destroyed_cal
0,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage1_loc_ft_checkpoints,12,C:\Users\asmae mouradi\Documents\GitHub\xview2_1st_place_solution\new_approach\idabd_stage2_damage_ft_checkpoints_RGB_UNSHARP_ONLY,12,*_idabd_ft_best.pth,*_idabd_stage2_ft_best.pth,0.5,0.6,1.0,1.0,0.8839166164398191,0.7660557500146655,0.9531610682857897,0.849426912624401,0.5552801739111654,0.7182635715670954,0.43133235289748456,0.5558322321837492,0.5156925389963323
